samples/negative_labelled/n03208556_15181.jpg 1 71 85 384 257
samples/negative_labelled/n03208556_17149.jpg 1 41 0 458 333
samples/negative_labelled/n03208556_16924.jpg 1 156 209 30 28
samples/negative_labelled/n03208556_37473.jpg 1 178 48 281 202
samples/negative_labelled/n03208556_2842.jpg 1 0 38 373 460
samples/negative_labelled/n03208556_22675.jpg 1 8 50 484 408
samples/negative_labelled/n03208556_3837.jpg 1 5 2 486 495
samples/negative_labelled/n03208556_35625.jpg 1 202 213 291 125
samples/negative_labelled/n03208556_12583.jpg 1 216 56 155 114
samples/negative_labelled/n03208556_1014.jpg 1 100 22 353 351
samples/negative_labelled/n03208556_3774.jpg 1 167 41 247 145
samples/negative_labelled/n03208556_28151.jpg 1 15 25 359 445
samples/negative_labelled/n03208556_4535.jpg 1 0 39 317 276
samples/negative_labelled/n03208556_14432.jpg 2 154 65 298 265 178 0 210 53
samples/negative_labelled/n03208556_40679.jpg 4 103 126 40 39 233 135 49 46 144 172 46 37 186 130 38 38
samples/negative_labelled/n03208556_14782.jpg 1 139 138 242 74
samples/negative_labelled/n03208556_23743.jpg 4 56 137 177 154 246 72 173 142 105 0 262 157 321 48 178 246
samples/negative_labelled/n03208556_308.jpg 1 47 1 452 279
samples/negative_labelled/n03208556_12229.jpg 1 53 2 384 332
samples/negative_labelled/n03208556_19922.jpg 1 17 0 428 374
samples/negative_labelled/n03208556_31157.jpg 2 41 164 157 159 267 0 155 139
samples/negative_labelled/n03208556_40528.jpg 1 0 0 498 498
samples/negative_labelled/n03208556_25550.jpg 1 106 47 298 269
samples/negative_labelled/n03208556_10974.jpg 2 299 41 146 191 30 46 238 276
samples/negative_labelled/n03208556_25668.jpg 2 27 94 207 209 241 70 250 238
samples/negative_labelled/n03208556_28216.jpg 1 88 68 81 62
samples/negative_labelled/n03208556_1392.jpg 1 200 40 228 242
samples/negative_labelled/n03208556_15709.jpg 1 86 31 317 311
samples/negative_labelled/n03208556_20418.jpg 1 0 0 498 420
samples/negative_labelled/n03208556_19080.jpg 1 53 88 277 220
samples/negative_labelled/n03208556_256.jpg 1 147 161 325 316
samples/negative_labelled/n03208556_11973.jpg 1 37 42 423 285
samples/negative_labelled/n03208556_1634.jpg 1 1 0 413 315
samples/negative_labelled/n03208556_4443.jpg 1 5 59 494 315
samples/negative_labelled/n03208556_17696.jpg 4 139 188 237 227 137 0 219 173 32 86 98 164 371 83 117 170
samples/negative_labelled/n03208556_19864.jpg 2 105 36 340 197 127 279 266 49
samples/negative_labelled/n03208556_16408.jpg 1 274 16 225 318
samples/negative_labelled/n03208556_7984.jpg 1 18 13 463 469
samples/negative_labelled/n03208556_19651.jpg 1 26 54 196 190
samples/negative_labelled/n03208556_21842.jpg 1 161 26 328 331
samples/negative_labelled/n03208556_267.jpg 1 105 29 306 303
samples/negative_labelled/n03208556_11942.jpg 5 142 162 100 68 135 242 116 95 122 353 141 129 3 245 112 91 147 102 88 48
samples/negative_labelled/n03208556_37358.jpg 1 6 22 470 472
samples/negative_labelled/n03208556_603.jpg 1 3 0 493 374
samples/negative_labelled/n03208556_34194.jpg 4 237 26 148 146 238 203 147 150 69 17 148 147 65 200 153 150
samples/negative_labelled/n03208556_15963.jpg 1 158 86 203 301
samples/negative_labelled/n03208556_11496.jpg 4 292 257 58 43 316 351 57 49 187 437 79 61 262 205 35 22
samples/negative_labelled/n03208556_11058.jpg 1 118 28 274 280
samples/negative_labelled/n03208556_3287.jpg 1 6 1 492 487
samples/negative_labelled/n03208556_33089.jpg 1 43 31 427 273
