samples/positive/n04023962_7945.jpg 1 162 68 64 288
samples/positive/n04023962_3321.jpg 1 120 96 55 254
samples/positive/n04023962_3252.jpg 1 33 48 166 326
samples/positive/n04023962_8284.jpg 1 264 27 197 263
samples/positive/n04023962_2357.jpg 3 222 160 62 198 5 37 122 308 360 2 138 333
samples/positive/n04023962_6555.jpg 1 119 37 126 133
samples/positive/n04023962_7159.jpg 1 103 15 198 341
samples/positive/n04023962_6069.jpg 1 233 77 103 140
samples/positive/n04023962_17210.jpg 1 58 1 131 373
samples/positive/n04023962_1981.jpg 3 199 116 72 175 352 91 128 283 28 0 140 374
samples/positive/n04023962_6852.jpg 1 129 111 201 387
samples/positive/n04023962_9667.jpg 1 88 112 163 157
samples/positive/n04023962_17096.jpg 1 78 0 146 493
samples/positive/n04023962_21004.jpg 1 241 141 174 233
samples/positive/n04023962_17151.jpg 1 178 0 126 363
samples/positive/n04023962_22570.jpg 1 76 26 188 472
samples/positive/n04023962_11348.jpg 1 343 2 113 160
samples/positive/n04023962_7555.jpg 1 18 69 108 315
samples/positive/n04023962_593.jpg 1 5 0 147 340
samples/positive/n04023962_4206.jpg 1 233 134 49 174
samples/positive/n04023962_12527.jpg 1 6 49 107 325
samples/positive/n04023962_4493.jpg 1 420 1 79 307
samples/positive/n04023962_11965.jpg 1 92 2 143 336
samples/positive/n04023962_10666.jpg 1 1 1 174 286
samples/positive/n04023962_5933.jpg 1 213 70 45 72
samples/positive/n04023962_2141.jpg 1 23 1 54 53
samples/positive/n04023962_2028.jpg 1 13 131 486 135
samples/positive/n04023962_9205.jpg 1 65 0 219 325
samples/positive/n04023962_5110.jpg 1 249 101 73 257
samples/positive/n04023962_7644.jpg 1 131 58 94 227
samples/positive/n04023962_21891.jpg 1 272 0 101 352
samples/positive/n04023962_21025.jpg 1 53 26 99 354
samples/positive/n04023962_13249.jpg 1 99 0 285 374
samples/positive/n04023962_13343.jpg 1 33 11 24 63
samples/positive/n04023962_16581.jpg 1 108 47 173 386
samples/positive/n04023962_6614.jpg 1 91 1 178 497
samples/positive/n04023962_19250.jpg 1 151 32 169 231
samples/positive/n04023962_15133.jpg 1 1 0 248 456
samples/positive/n04023962_21993.jpg 1 71 110 182 388
samples/positive/n04023962_14943.jpg 1 213 0 57 318
samples/positive/n04023962_14464.jpg 1 147 0 119 498
samples/positive/n04023962_19651.jpg 1 133 0 91 334
samples/positive/n04023962_22652.jpg 1 90 96 138 402
samples/positive/n04023962_15417.jpg 1 287 5 197 294
samples/positive/n04023962_11675.jpg 1 258 150 41 56
samples/positive/n04023962_18760.jpg 1 72 0 184 492
samples/positive/n04023962_5760.jpg 1 272 75 111 132
samples/positive/n04023962_3281.jpg 1 237 83 104 202
samples/positive/n04023962_16758.jpg 1 68 1 346 373
samples/positive/n04023962_8712.jpg 1 0 0 84 154
samples/positive/n04023962_7987.jpg 3 241 9 340 367 666 169 64 304 671 90 194 390
samples/positive/n04023962_10304.jpg 1 146 93 96 277
samples/positive/n04023962_2333.jpg 1 342 0 157 223
samples/positive/n04023962_3319.jpg 1 0 105 185 355
samples/positive/n04023962_3436.jpg 2 66 135 106 273 213 127 48 238
samples/positive/n04023962_2698.jpg 1 0 2 90 334
samples/positive/n04023962_13783.jpg 1 103 0 234 498
samples/positive/n04023962_14363.jpg 1 188 115 105 258
samples/positive/n04023962_267.jpg 1 337 144 62 75
samples/positive/n04023962_3688.jpg 1 69 0 133 279
samples/positive/n04023962_8378.jpg 1 163 43 141 331
samples/positive/n04023962_3221.jpg 1 109 0 265 320
samples/positive/n04023962_22424.jpg 1 33 27 62 215
samples/positive/n04023962_20883.jpg 1 367 0 132 332
samples/positive/n04023962_8371.jpg 1 66 12 94 295
samples/positive/n04023962_1324.jpg 1 0 18 162 309
samples/positive/n04023962_10752.jpg 1 278 3 118 371
samples/positive/n04023962_21212.jpg 1 246 2 65 295
samples/positive/n04023962_7675.jpg 1 234 79 30 87
samples/positive/n04023962_10030.jpg 1 67 53 219 350
samples/positive/n04023962_6551.jpg 1 197 115 136 341
samples/positive/n04023962_917.jpg 1 233 135 49 175
samples/positive/n04023962_20767.jpg 1 46 112 162 386
samples/positive/n04023962_14110.jpg 1 46 0 154 374
samples/positive/n04023962_7893.jpg 1 18 12 175 176
samples/positive/n04023962_3327.jpg 1 167 60 53 222
samples/positive/n04023962_9117.jpg 1 188 107 311 231
samples/positive/n04023962_14085.jpg 1 5 0 167 330
samples/positive/n04023962_15324.jpg 1 266 0 135 264
samples/positive/n04023962_2519.jpg 1 63 0 264 332
samples/positive/n04023962_5050.jpg 1 54 33 131 339
samples/positive/n04023962_8653.jpg 1 23 232 171 142
samples/positive/n04023962_9707.jpg 1 87 0 55 73
samples/positive/n04023962_5523.jpg 1 80 136 366 123
samples/positive/n04023962_9159.jpg 1 336 1 163 373
samples/positive/n04023962_6836.jpg 1 275 41 110 204
samples/positive/n04023962_6154.jpg 1 160 31 116 218
samples/positive/n04023962_22964.jpg 1 188 85 68 202
samples/positive/n04023962_2714.jpg 1 107 95 113 250
samples/positive/n04023962_17564.jpg 1 296 212 117 139
samples/positive/n04023962_4565.jpg 1 21 7 22 75
samples/positive/n04023962_12832.jpg 1 0 116 178 350
samples/positive/n04023962_5262.jpg 1 285 21 83 170
samples/positive/n04023962_7969.jpg 1 252 1 122 208
samples/positive/n04023962_11674.jpg 2 187 68 28 82 254 60 27 97
samples/positive/n04023962_18448.jpg 4 336 69 45 134 66 49 54 203 235 75 53 72 32 124 27 29
samples/positive/n04023962_7138.jpg 1 1 0 125 371
samples/positive/n04023962_4579.jpg 1 117 100 217 398
samples/positive/n04023962_22895.jpg 1 45 7 150 349
samples/positive/n04023962_6185.jpg 1 142 141 149 319
samples/positive/n04023962_1871.jpg 1 0 101 203 397
samples/positive/n04023962_10682.jpg 1 26 93 473 191
samples/positive/n04023962_5278.jpg 1 57 19 28 109
samples/positive/n04023962_6201.jpg 1 95 16 61 303
samples/positive/n04023962_2853.jpg 1 131 0 238 334
samples/positive/n04023962_1526.jpg 1 89 75 125 141
samples/positive/n04023962_2213.jpg 1 41 0 184 255
samples/positive/n04023962_19126.jpg 1 229 58 60 355
samples/positive/n04023962_2560.jpg 2 98 0 61 134 5 0 62 134
samples/positive/n04023962_10463.jpg 1 271 0 145 308
samples/positive/n04023962_22196.jpg 1 25 3 140 452
samples/positive/n04023962_11460.jpg 1 68 95 237 382
samples/positive/n04023962_3158.jpg 1 0 1 142 323
samples/positive/n04023962_22884.jpg 1 32 0 250 498
samples/positive/n04023962_6550.jpg 1 333 0 97 332
samples/positive/n04023962_10542.jpg 1 136 138 70 245
samples/positive/n04023962_6509.jpg 2 30 22 38 49 81 59 10 30
samples/positive/n04023962_9847.jpg 2 82 9 85 225 98 9 48 63
samples/positive/n04023962_1175.jpg 1 166 0 153 200
samples/positive/n04023962_12492.jpg 1 11 154 486 178
samples/positive/n04023962_19842.jpg 1 326 1 169 355
samples/positive/n04023962_13092.jpg 1 105 0 151 321
samples/positive/n04023962_17638.jpg 1 345 75 152 298
samples/positive/n04023962_1048.jpg 1 386 133 82 134
samples/positive/n04023962_5512.jpg 1 81 3 223 492
samples/positive/n04023962_20126.jpg 1 0 47 90 400
samples/positive/n04023962_6239.jpg 1 278 31 133 341
samples/positive/n04023962_384.jpg 1 0 315 373 183
samples/positive/n04023962_20230.jpg 1 233 0 74 274
samples/positive/n04023962_5810.jpg 1 321 0 111 260
samples/positive/n04023962_6289.jpg 1 0 211 137 155
